rank,company,fortune_ticker,sec_ticker,cik,cik_padded,sec_name,edgar_submissions_api,edgar_companyfacts_api,edgar_companyconcept_revenues_api,edgar_filings_browse,status,match_source
378,Jacobs Solutions,J,J,52988,0000052988,JACOBS SOLUTIONS INC.,https://data.sec.gov/submissions/CIK0000052988.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000052988.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000052988/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000052988&type=&dateb=&owner=include&count=40,matched,company_tickers_json
379,Vertex Pharmaceuticals,VRTX,VRTX,875320,0000875320,VERTEX PHARMACEUTICALS INC / MA,https://data.sec.gov/submissions/CIK0000875320.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000875320.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000875320/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000875320&type=&dateb=&owner=include&count=40,matched,company_tickers_json
380,J.B. Hunt Transport Services,JBHT,JBHT,728535,0000728535,HUNT J B TRANSPORT SERVICES INC,https://data.sec.gov/submissions/CIK0000728535.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000728535.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000728535/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000728535&type=&dateb=&owner=include&count=40,matched,company_tickers_json
381,Williams,WMB,WMB,107263,0000107263,"WILLIAMS COMPANIES, INC.",https://data.sec.gov/submissions/CIK0000107263.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000107263.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000107263/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000107263&type=&dateb=&owner=include&count=40,matched,company_tickers_json
382,Chipotle Mexican Grill,CMG,CMG,1058090,0001058090,CHIPOTLE MEXICAN GRILL INC,https://data.sec.gov/submissions/CIK0001058090.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001058090.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001058090/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001058090&type=&dateb=&owner=include&count=40,matched,company_tickers_json
383,Yum China,YUMC,YUMC,1673358,0001673358,"Yum China Holdings, Inc.",https://data.sec.gov/submissions/CIK0001673358.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001673358.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001673358/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001673358&type=&dateb=&owner=include&count=40,matched,company_tickers_json
384,Oscar Health,OSCR,OSCR,1568651,0001568651,"Oscar Health, Inc.",https://data.sec.gov/submissions/CIK0001568651.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001568651.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001568651/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001568651&type=&dateb=&owner=include&count=40,matched,company_tickers_json
385,Hershey,HSY,HSY,47111,0000047111,HERSHEY CO,https://data.sec.gov/submissions/CIK0000047111.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000047111.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000047111/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000047111&type=&dateb=&owner=include&count=40,matched,company_tickers_json
386,Motorola Solutions,MSI,MSI,68505,0000068505,"Motorola Solutions, Inc.",https://data.sec.gov/submissions/CIK0000068505.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000068505.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000068505/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000068505&type=&dateb=&owner=include&count=40,matched,company_tickers_json
387,Equitable,EQH,EQH,1333986,0001333986,"Equitable Holdings, Inc.",https://data.sec.gov/submissions/CIK0001333986.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001333986.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001333986/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001333986&type=&dateb=&owner=include&count=40,matched,company_tickers_json
388,Avis Budget,CAR,CAR,723612,0000723612,"AVIS BUDGET GROUP, INC.",https://data.sec.gov/submissions/CIK0000723612.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000723612.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000723612/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000723612&type=&dateb=&owner=include&count=40,matched,company_tickers_json
389,Graybar Electric,Non-public,,,,,,,,,no_ticker,
390,Burlington Stores,BURL,BURL,1579298,0001579298,"Burlington Stores, Inc.",https://data.sec.gov/submissions/CIK0001579298.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001579298.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001579298/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001579298&type=&dateb=&owner=include&count=40,matched,company_tickers_json
391,Caesars Entertainment,CZR,CZR,1590895,0001590895,"Caesars Entertainment, Inc.",https://data.sec.gov/submissions/CIK0001590895.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001590895.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001590895/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001590895&type=&dateb=&owner=include&count=40,matched,company_tickers_json
392,Conagra Brands,CAG,CAG,23217,0000023217,CONAGRA BRANDS INC.,https://data.sec.gov/submissions/CIK0000023217.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000023217.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000023217/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000023217&type=&dateb=&owner=include&count=40,matched,company_tickers_json
393,Baxter International,BAX,BAX,10456,0000010456,BAXTER INTERNATIONAL INC,https://data.sec.gov/submissions/CIK0000010456.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000010456.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000010456/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000010456&type=&dateb=&owner=include&count=40,matched,company_tickers_json
394,Booz Allen Hamilton,BAH,BAH,1443646,0001443646,Booz Allen Hamilton Holding Corp,https://data.sec.gov/submissions/CIK0001443646.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001443646.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001443646/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001443646&type=&dateb=&owner=include&count=40,matched,company_tickers_json
395,Westlake,WLK,WLK,1262823,0001262823,WESTLAKE CORP,https://data.sec.gov/submissions/CIK0001262823.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001262823.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001262823/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001262823&type=&dateb=&owner=include&count=40,matched,company_tickers_json
396,Westinghouse Air Brake Technologies,WAB,WAB,943452,0000943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,https://data.sec.gov/submissions/CIK0000943452.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000943452.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000943452/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000943452&type=&dateb=&owner=include&count=40,matched,company_tickers_json
397,Lululemon athletica,LULU,LULU,1397187,0001397187,lululemon athletica inc.,https://data.sec.gov/submissions/CIK0001397187.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001397187.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001397187/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001397187&type=&dateb=&owner=include&count=40,matched,company_tickers_json
398,Ebay,EBAY,EBAY,1065088,0001065088,EBAY INC,https://data.sec.gov/submissions/CIK0001065088.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001065088.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001065088/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001065088&type=&dateb=&owner=include&count=40,matched,company_tickers_json
399,Expeditors International of Washington,EXPD,EXPD,746515,0000746515,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,https://data.sec.gov/submissions/CIK0000746515.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000746515.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000746515/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000746515&type=&dateb=&owner=include&count=40,matched,company_tickers_json
400,Quest Diagnostics,DGX,DGX,1022079,0001022079,QUEST DIAGNOSTICS INC,https://data.sec.gov/submissions/CIK0001022079.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001022079.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001022079/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001022079&type=&dateb=&owner=include&count=40,matched,company_tickers_json
401,Analog Devices,ADI,ADI,6281,0000006281,ANALOG DEVICES INC,https://data.sec.gov/submissions/CIK0000006281.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000006281.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000006281/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000006281&type=&dateb=&owner=include&count=40,matched,company_tickers_json
402,Andersons,ANDE,ANDE,821026,0000821026,"Andersons, Inc.",https://data.sec.gov/submissions/CIK0000821026.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000821026.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000821026/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000821026&type=&dateb=&owner=include&count=40,matched,company_tickers_json
403,A-Mark Precious Metals,AMRK,GOLD,1591588,0001591588,"Gold.com, Inc. (f/k/a A-Mark Precious Metals)",https://data.sec.gov/submissions/CIK0001591588.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001591588.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001591588/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001591588&type=&dateb=&owner=include&count=40,matched,manual_cik_lookup
404,Toll Brothers,TOL,TOL,794170,0000794170,"Toll Brothers, Inc.",https://data.sec.gov/submissions/CIK0000794170.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000794170.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000794170/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000794170&type=&dateb=&owner=include&count=40,matched,company_tickers_json
405,Thrivent Financial for Lutherans,Non-public,,,,,,,,,no_ticker,
406,International Flavors & Fragrances,IFF,IFF,51253,0000051253,INTERNATIONAL FLAVORS & FRAGRANCES INC,https://data.sec.gov/submissions/CIK0000051253.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000051253.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000051253/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000051253&type=&dateb=&owner=include&count=40,matched,company_tickers_json
407,Welltower,WELL,WELL,766704,0000766704,WELLTOWER INC.,https://data.sec.gov/submissions/CIK0000766704.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000766704.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000766704/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000766704&type=&dateb=&owner=include&count=40,matched,company_tickers_json
408,Jefferies Financial,JEF,JEF,96223,0000096223,Jefferies Financial Group Inc.,https://data.sec.gov/submissions/CIK0000096223.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000096223.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000096223/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000096223&type=&dateb=&owner=include&count=40,matched,company_tickers_json
409,Autoliv,ALV,ALV,1034670,0001034670,AUTOLIV INC,https://data.sec.gov/submissions/CIK0001034670.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001034670.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001034670/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001034670&type=&dateb=&owner=include&count=40,matched,company_tickers_json
410,Mohawk Industries,MHK,MHK,851968,0000851968,MOHAWK INDUSTRIES INC,https://data.sec.gov/submissions/CIK0000851968.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000851968.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000851968/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000851968&type=&dateb=&owner=include&count=40,matched,company_tickers_json
411,Owens & Minor,OMI,ACH,75252,0000075252,ACCENDRA HEALTH INC/VA/ (f/k/a Owens & Minor),https://data.sec.gov/submissions/CIK0000075252.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000075252.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000075252/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000075252&type=&dateb=&owner=include&count=40,matched,manual_cik_lookup
412,Delek US,DK,DK,1694426,0001694426,"Delek US Holdings, Inc.",https://data.sec.gov/submissions/CIK0001694426.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001694426.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001694426/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001694426&type=&dateb=&owner=include&count=40,matched,company_tickers_json
413,Interpublic,IPG,IPG,51644,0000051644,"INTERPUBLIC GROUP OF COMPANIES, INC.",https://data.sec.gov/submissions/CIK0000051644.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000051644.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000051644/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000051644&type=&dateb=&owner=include&count=40,matched,manual_cik_lookup
414,Fidelity National Information,FIS,FIS,1136893,0001136893,"Fidelity National Information Services, Inc.",https://data.sec.gov/submissions/CIK0001136893.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001136893.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001136893/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001136893&type=&dateb=&owner=include&count=40,matched,company_tickers_json
415,American Tower,AMT,AMT,1053507,0001053507,AMERICAN TOWER CORP /MA/,https://data.sec.gov/submissions/CIK0001053507.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001053507.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001053507/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001053507&type=&dateb=&owner=include&count=40,matched,company_tickers_json
416,Oshkosh,OSK,OSK,775158,0000775158,OSHKOSH CORP,https://data.sec.gov/submissions/CIK0000775158.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000775158.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000775158/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000775158&type=&dateb=&owner=include&count=40,matched,company_tickers_json
417,FM,Non-public,,,,,,,,,no_ticker,
418,Cintas,CTAS,CTAS,723254,0000723254,CINTAS CORP,https://data.sec.gov/submissions/CIK0000723254.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000723254.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000723254/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000723254&type=&dateb=&owner=include&count=40,matched,company_tickers_json
419,NVR,NVR,NVR,906163,0000906163,NVR INC,https://data.sec.gov/submissions/CIK0000906163.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000906163.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000906163/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000906163&type=&dateb=&owner=include&count=40,matched,company_tickers_json
420,Cushman & Wakefield,CWK,CWK,1628369,0001628369,Cushman & Wakefield Ltd.,https://data.sec.gov/submissions/CIK0001628369.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001628369.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001628369/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001628369&type=&dateb=&owner=include&count=40,matched,company_tickers_json
421,Campbell's,CPB,CPB,16732,0000016732,CAMPBELL'S Co,https://data.sec.gov/submissions/CIK0000016732.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000016732.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000016732/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000016732&type=&dateb=&owner=include&count=40,matched,company_tickers_json
422,Vertiv,VRT,VRT,1674101,0001674101,Vertiv Holdings Co,https://data.sec.gov/submissions/CIK0001674101.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001674101.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001674101/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001674101&type=&dateb=&owner=include&count=40,matched,company_tickers_json
423,Owens Corning,OC,OC,1370946,0001370946,Owens Corning,https://data.sec.gov/submissions/CIK0001370946.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001370946.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001370946/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001370946&type=&dateb=&owner=include&count=40,matched,company_tickers_json
424,AGCO,AGCO,AGCO,880266,0000880266,AGCO CORP /DE,https://data.sec.gov/submissions/CIK0000880266.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000880266.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000880266/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000880266&type=&dateb=&owner=include&count=40,matched,company_tickers_json
425,Intuitive Surgical,ISRG,ISRG,1035267,0001035267,INTUITIVE SURGICAL INC,https://data.sec.gov/submissions/CIK0001035267.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001035267.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001035267/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001035267&type=&dateb=&owner=include&count=40,matched,company_tickers_json
426,Biogen,BIIB,BIIB,875045,0000875045,BIOGEN INC.,https://data.sec.gov/submissions/CIK0000875045.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000875045.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000875045/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000875045&type=&dateb=&owner=include&count=40,matched,company_tickers_json
427,Norwegian Cruise Line,NCLH,NCLH,1513761,0001513761,Norwegian Cruise Line Holdings Ltd.,https://data.sec.gov/submissions/CIK0001513761.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001513761.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001513761/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001513761&type=&dateb=&owner=include&count=40,matched,company_tickers_json
428,Concentrix,CNXC,CNXC,1803599,0001803599,Concentrix Corp,https://data.sec.gov/submissions/CIK0001803599.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001803599.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001803599/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001803599&type=&dateb=&owner=include&count=40,matched,company_tickers_json
429,WEC Energy,WEC,WEC,783325,0000783325,"WEC ENERGY GROUP, INC.",https://data.sec.gov/submissions/CIK0000783325.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000783325.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000783325/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000783325&type=&dateb=&owner=include&count=40,matched,company_tickers_json
430,Seaboard,SEB,SEB,88121,0000088121,SEABOARD CORP /DE/,https://data.sec.gov/submissions/CIK0000088121.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000088121.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000088121/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000088121&type=&dateb=&owner=include&count=40,matched,company_tickers_json
431,Icahn Enterprises,IEP,IEP,813762,0000813762,ICAHN ENTERPRISES L.P.,https://data.sec.gov/submissions/CIK0000813762.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000813762.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000813762/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000813762&type=&dateb=&owner=include&count=40,matched,company_tickers_json
432,Synchrony Financial,SYF,SYF,1601712,0001601712,Synchrony Financial,https://data.sec.gov/submissions/CIK0001601712.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001601712.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001601712/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001601712&type=&dateb=&owner=include&count=40,matched,company_tickers_json
433,VF,VFC,VFC,103379,0000103379,V F CORP,https://data.sec.gov/submissions/CIK0000103379.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000103379.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000103379/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000103379&type=&dateb=&owner=include&count=40,matched,company_tickers_json
434,THOR Industries,THO,THO,730263,0000730263,THOR INDUSTRIES INC,https://data.sec.gov/submissions/CIK0000730263.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000730263.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000730263/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000730263&type=&dateb=&owner=include&count=40,matched,company_tickers_json
435,Workday,WDAY,WDAY,1327811,0001327811,"Workday, Inc.",https://data.sec.gov/submissions/CIK0001327811.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001327811.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001327811/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001327811&type=&dateb=&owner=include&count=40,matched,company_tickers_json
436,SpartanNash,SPTN,SPTN,877422,0000877422,SpartanNash Co,https://data.sec.gov/submissions/CIK0000877422.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000877422.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000877422/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000877422&type=&dateb=&owner=include&count=40,matched,manual_cik_lookup
437,Celanese,CE,CE,1306830,0001306830,Celanese Corp,https://data.sec.gov/submissions/CIK0001306830.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001306830.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001306830/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001306830&type=&dateb=&owner=include&count=40,matched,company_tickers_json
438,First Citizens BancShares,FCNCA,FCNCA,798941,0000798941,FIRST CITIZENS BANCSHARES INC /DE/,https://data.sec.gov/submissions/CIK0000798941.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000798941.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000798941/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000798941&type=&dateb=&owner=include&count=40,matched,company_tickers_json
439,Western Digital,WDC,WDC,106040,0000106040,WESTERN DIGITAL CORP,https://data.sec.gov/submissions/CIK0000106040.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000106040.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000106040/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000106040&type=&dateb=&owner=include&count=40,matched,company_tickers_json
440,Ace Hardware,Non-public,,,,,,,,,no_ticker,
441,Zoetis,ZTS,ZTS,1555280,0001555280,Zoetis Inc.,https://data.sec.gov/submissions/CIK0001555280.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001555280.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001555280/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001555280&type=&dateb=&owner=include&count=40,matched,company_tickers_json
442,APA,APA,APA,1841666,0001841666,APA Corp,https://data.sec.gov/submissions/CIK0001841666.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001841666.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001841666/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001841666&type=&dateb=&owner=include&count=40,matched,company_tickers_json
443,CenterPoint Energy,CNP,CNP,1130310,0001130310,CENTERPOINT ENERGY INC,https://data.sec.gov/submissions/CIK0001130310.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001130310.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001130310/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001130310&type=&dateb=&owner=include&count=40,matched,company_tickers_json
444,Palo Alto Networks,PANW,PANW,1327567,0001327567,Palo Alto Networks Inc,https://data.sec.gov/submissions/CIK0001327567.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001327567.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001327567/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001327567&type=&dateb=&owner=include&count=40,matched,company_tickers_json
445,Equinix,EQIX,EQIX,1101239,0001101239,EQUINIX INC,https://data.sec.gov/submissions/CIK0001101239.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0001101239.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0001101239/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001101239&type=&dateb=&owner=include&count=40,matched,company_tickers_json
446,Constellation Brands,STZ,STZ,16918,0000016918,"CONSTELLATION BRANDS, INC.",https://data.sec.gov/submissions/CIK0000016918.json,https://data.sec.gov/api/xbrl/companyfacts/CIK0000016918.json,https://data.sec.gov/api/xbrl/companyconcept/CIK0000016918/us-gaap/Revenues.json,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000016918&type=&dateb=&owner=include&count=40,matched,company_tickers_json
